Id,Type,No_Spaces,Installed,Ref,Remarks,Owned_by,Serves,Finish,Image,Public,Easting,Northing,Observed,Location
0,Sheffield,10,18991230,176,,,Fountainpark,,,Y,324056,672702,,"55.94135,-3.21741"
0,Sheffield,16,18991230,177,,,Fountainpark,,,Y,324074,672719,,"55.9415,-3.21713"
0,Sheffield,16,18991230,178,,,Fountainpark,,,Y,324160,672722,,"55.94154,-3.21575"
0,Sheffield,14,18991230,179,,,Fountainpark,,,Y,324033,672681,,"55.94116,-3.21777"
0,Sheffield,14,18991230,180,,,Fountainpark,,,Y,324107,672749,,"55.94178,-3.21661"
0,Sheffield,10,18991230,181,,,"Bowling/leisure centre",,,Y,330368,674329,,"55.95692,-3.1168"
0,Sheffield,10,18991230,182,,,"Swimming pool",,,Y,330995,673909,,"55.95324,-3.10666"
0,"Sheffield (toast-rack)",10,18991230,183,,"University of Edinburgh","Hugh Robson Building","Gun metal",,Y,325814,673005,,"55.94435,-3.18935"
0,"Cycle lockers",3,18991230,184,,"University of Edinburgh","Hugh Robson Building","Grey plastic",,Y,325749,672988,,"55.94418,-3.19039"
0,Sheffield,2,18991230,185,,"University of Edinburgh",,"Gun metal",,Y,325907,673025,,"55.94454,-3.18788"
0,Sheffield,6,18991230,186,,"University of Edinburgh",,"Gun metal",,Y,325895,673021,,"55.9445,-3.18807"
0,Sheffield,8,18991230,187,,,,,,Y,328254,672681,,"55.9418,-3.15021"
0,"Sheffield extra",6,18991230,188,,CEC,,,,Y,330459,673923,,"55.95329,-3.11524"
0,"Sheffield extra",4,18991230,189,,CEC,,,,Y,330442,673935,,"55.95339,-3.11551"
0,Sheffield,14,18991230,190,,"University of Edinburgh","Pleasance sports centre",,,Y,326289,673415,,"55.9481,-3.18187"
0,Sheffield,8,18991230,191,,"University of Edinburgh","Pleasance sports centre",,,Y,326296,673424,,"55.94818,-3.18176"
0,"Sheffield extra",4,18991230,192,,CEC,,,,Y,326157,673116,,"55.9454,-3.1839"
0,"Sheffield extra",4,18991230,193,,CEC,,,,Y,325989,674293,,"55.95594,-3.18692"
0,"Sheffield extra",20,18991230,194,,CEC,,"Stainless steel",,Y,325621,674223,,"55.95526,-3.19278"
0,"Sheffield extra",14,18991230,195,,CEC,,"Stainless steel",,Y,325617,674237,,"55.95538,-3.19285"
0,"Wheel benders",6,18991230,196,,CEC,"Commonwealth Pool","Blue paint",,Y,326785,672405,,"55.9391,-3.17366"
0,"Wheel benders",5,18991230,197,,CEC,"Commonwealth Pool","Blue paint",,Y,326796,672388,,"55.93895,-3.17348"
0,"Short hoop",6,18991230,198,,"Newington Surgery","Newington Surgery",,,Y,326472,672436,,"55.93933,-3.17867"
0,"Short hoop",6,18991230,199,,"Newington Surgery","Newington Surgery",,,Y,326482,672437,,"55.93935,-3.17851"
0,Sheffield,6,18991230,200,,Homebase,Homebase,Green,,Y,326625,672662,,"55.94139,-3.17629"
0,"Sheffield extra",4,18991230,201,,CEC,"Elm Row shops",Black,,Y,326184,674556,,"55.95834,-3.18386"
0,"Sheffield extra",4,18991230,202,,CEC,"Elm Row shops",Black,,Y,326214,674608,,"55.95881,-3.1834"
0,"Sheffield extra",20,18991230,203,,CEC,"Festival Square",Galvanised,,Y,324734,673307,,"55.94689,-3.20673"
0,Guardrail,8,18991230,204,,,,,,Y,324784,673272,,"55.94658,-3.20592"
0,"Sheffield extra",8,01/08/2008,205,,CEC,Grassmarket,Galvanised,,Y,325332,673329,,"55.94718,-3.19716"
0,Sheffield,4,18991230,206,,,"Appleton Tower",Unfinished,,Y,325941,673019,,"55.94449,-3.18733"
0,"Locked shelter",100,18991230,207,,"University of Edinburgh","Informatics Centre",,,N,325921,673123,,"55.94542,-3.18768"
0,Austrian,40,18991230,208,,"University of Edinburgh",,"Stainless steel",,Y,325904,673133,,"55.94551,-3.18796"
0,Bespoke,9,18991230,209,,Tesco,Tesco,"Stainless steel",,Y,320529,675541,,"55.96627,-3.2747"
0,"Sheffield extra",2,18991230,210,,CEC,,Black,,Y,325043,672062,,"55.93575,-3.20143"
0,Sheffield,4,18991230,211,,CEC,Scotmid,Unfinished,,Y,325490,671991,,"55.93519,-3.19426"
0,"Sheffield extra",4,18991230,37,,CEC,,Galvanised,,Y,325474,672133,,"55.93646,-3.19456"
0,"Sheffield extra",8,18991230,213,,CEC,,Black,,Y,325500,672131,,"55.93644,-3.19414"
0,"Sheffield extra",6,18991230,214,,CEC,"Marchmont shops",Galvanised,,Y,325578,672327,,"55.93822,-3.19294"
0,"Sheffield extra",4,18991230,215,,CEC,,Galvanised,,Y,325664,672310,,"55.93808,-3.19156"
0,"Sheffield extra",4,18991230,216,,CEC,"Waterloo Place/Leith Street shops/cafes/bars",Black,,Y,325904,674033,,"55.95359,-3.18821"
0,Sheffield,10,01/09/2008,217,,"University of Edinburgh","Informatic Centre","Stainless steel",,Y,325975,673059,,"55.94486,-3.1868"
0,"Sheffield extra",4,18991230,218,,CEC,"St.Patrick Square",,,Y,326170,672906,,"55.94351,-3.18364"
0,Sheffield,2,18991230,219,"Two racks directly adjacent to wall",CEC,Zoo,,,Y,320869,672856,,"55.94222,-3.26846"
0,Sheffield,2,18991230,220,,,"Local shops",,,Y,321997,673123,,"55.9448,-3.25049"
0,Sheffield,3,18991230,221,"Two racks - one against wall",CEC,"Local shops",,,Y,321953,673108,,"55.94466,-3.25119"
0,Sheffield,2,18991230,222,,CEC,"Roseburn shops",,,Y,322962,673222,,"55.94585,-3.23507"
0,Sheffield,2,18991230,223,,CEC,"Roseburn shops",,,Y,323001,673201,,"55.94566,-3.23444"
0,"Sheffield (locked cage)",64,18991230,224,,"University of Edinburgh","NRIE - UoE premises",,,N,328952,670523,,"55.92252,-3.13847"
0,Sheffield,26,18991230,225,,,"NRIE main entrance",,,Y,329087,670413,,"55.92155,-3.13628"
0,Sheffield,16,18991230,226,,,"NRIE main entrance",,,Y,329088,670426,,"55.92167,-3.13627"
0,"Sheffield extra",4,18991230,227,,CEC,,Black,,Y,326884,671525,,"55.93121,-3.17183"
0,"Sheffield extra",4,18991230,228,,CEC,"Local shops",Black,,Y,326713,671843,,"55.93404,-3.17466"
0,"Bespoke shelter",24,18991230,229,,CEC,"CEC - Chesser House","Blue paint",,Y,321930,671703,,"55.93203,-3.25115"
0,Bespoke,80,18991230,230,"Approximate number of spaces",,"Scottish Parliament","Stainless steel",,Y,326825,673806,,"55.9517,-3.1734"
0,Bespoke,10,18991230,231,"Not clear that they are cycle racks",,"Dynamic Earth",,,Y,326681,673734,,"55.95103,-3.17568"
0,Bespoke,12,18991230,232,,,,"Stainless steel",,Y,326602,673680,,"55.95053,-3.17693"
0,"Wheel benders",9,18991230,233,,CEC,"CEC - West Lothian Chambers",Galvanised,,N,325654,673573,,"55.94942,-3.19207"
0,Rail,28,18991230,234,,CEC,"CEC - City Chambers","Black paint",,N,325769,673647,,"55.95011,-3.19026"
0,Sheffield,4,18991230,235,,,"Scotmid - Tollcross",,,Y,324915,672699,,"55.94146,-3.20366"
0,"Sheffield extra",8,01/02/2008,236,"Check number of spaces",CEC,"Cameo/Tollcross shops",Galvanised,,Y,324913,672835,,"55.94268,-3.20373"
0,Sheffield,2,18991230,237,"Check type",,HBoS,,,Y,324939,673007,,"55.94423,-3.20336"
0,"Sheffield extra",4,18991230,238,,CEC,"Castle Terrace",Galvanised,,Y,324990,673365,,"55.94745,-3.20265"
0,Sheffield,4,18991230,239,,CEC,"West Maitland Street",,,Y,324192,673333,,"55.94704,-3.21541"
0,Sheffield,4,18991230,240,,CEC,"West Maitland Street",,,Y,324127,673283,,"55.94658,-3.21644"
0,Sheffield,6,18991230,241,,,"Poetry Library",,,Y,326520,673788,,"55.95149,-3.17827"
0,Sheffield,8,18991230,242,,UoE,UoE,"Gun metal",,N,326313,673724,,"55.95088,-3.18157"
0,Sheffield,6,18991230,243,,UoE,UoE,"Gun metal",,N,326316,673722,,"55.95086,-3.18152"
0,,6,18991230,244,,UoE?,UoE,"Gun metal",,Y,326339,673713,,"55.95079,-3.18115"
